exact_toxicity,Formulation,Helper_lipid_ID,Comment,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,split_name_for_normalization,toxicity_class
95.1,Han_a3,DOPE,,C2-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
95.0,Liu_iphos,MDOA,,27A4-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
96.90666666666668,Lxue,DOPE,Tox,4-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
95.0,Liu_iphos,MDOA,,23A4-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Han_amidine,DOPE,Computed with aid lipid molwt as 865,14T-O12,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
98.88333333333333,Lxue,DOPE,Tox,12-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
104.1923551,ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep18,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
93.1372549,Lin_peptide,DSPC,,a6-5,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,0
39.21568627,Lin_peptide,DSPC,,a12-3,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
106.7049808,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2778",2A9-Cit,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
95.0,Liu_iphos,MDOA,,23A2-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
99.63008631,ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep14,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
95.0,Liu_iphos,MDOA,,23A3-P8,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,5A1-P12,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,1A1-P12,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
92.45,Han_a3,DOPE,,C11-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
95.0,Liu_iphos,MDOA,,26A2-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
94.5,Han_amidine,DOPE,Computed with aid lipid molwt as 865,4T-O12,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
54.90196078,Lin_peptide,DSPC,,a12-1,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
95.0,Liu_iphos,MDOA,,8A1-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
97.5,Han_amidine,DOPE,Computed with aid lipid molwt as 865,8T-O16,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
95.0,Liu_iphos,MDOA,,23A3-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
91.8,Han_a3,DOPE,,B11-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
115.3256705,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2697",4A1-3T,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
99.0,Han_amidine,DOPE,Computed with aid lipid molwt as 865,24T-O14,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
95.0,Liu_iphos,MDOA,,8A1-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,13A1-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
99.04214559,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2772",2A9V-5,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
107.2796935,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2706",6A3-3C,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
101.9,Han_a3,DOPE,,A6-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
96.78333333333336,Lxue,DOPE,Tox,4-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
95.0,Liu_iphos,MDOA,,21A2-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
91.43,Lxue,DOPE,Tox,6-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
95.0,Liu_iphos,MDOA,,8A1-P8,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Han_amidine,DOPE,Computed with aid lipid molwt as 865,10T-O12,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
95.0,Liu_iphos,MDOA,,28A2-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
105.4254007,ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac14,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
95.0,Liu_iphos,MDOA,,17A1-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,23A2-P5,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
85.0,Liu_iphos,MDOA,,12A1-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,25A2-P8,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,23A2-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,27A4-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
101.80333333333331,Lxue,DOPE,Tox,9-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
35.29411765,Lin_peptide,DSPC,,a8-3,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
99.55,Han_a3,DOPE,,A13-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
118.0076628,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2704",4A1-3C,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
85.0,Liu_iphos,MDOA,,21A2-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
107.0881226,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2728",2A2-4C,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
95.0,Liu_iphos,MDOA,,24A3-P12,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
111.0,Han_amidine,DOPE,Computed with aid lipid molwt as 865,19T-O16,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
95.0,Liu_iphos,MDOA,,21A3-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,24A4-P14,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
96.5,Han_amidine,DOPE,Computed with aid lipid molwt as 865,6T-O16,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
91.5,Han_a3,DOPE,,A29-6,Han_a3,mRNA,HepG2,1.0,Han_a3,0
106.7817509,ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep12,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
95.0,Liu_iphos,MDOA,,28A4-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,3A1-P7,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
95.0,Liu_iphos,MDOA,,23A2-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
